name,locationStatus,timestamp,rssiOne,rssiTwo
FF:FF:C0:22:3D:C1,OUTSIDE,1551367608383,-86,-87
FF:FF:C2:1D:9B:71,OUTSIDE,1551367608420,-75,-85
FF:FF:C2:1D:9B:54,OUTSIDE,1551367610828,-89,-89
FF:FF:C2:1D:9B:52,OUTSIDE,1551367609397,-83,-89
FF:FF:C0:22:3D:C1,OUTSIDE,1551367609490,-85,-87
FF:FF:C2:1D:9B:71,OUTSIDE,1551367609598,-71,-89
FF:FF:C2:1D:9B:54,OUTSIDE,1551367610828,-89,-89
FF:FF:C2:1D:9B:52,OUTSIDE,1551367610572,-78,-88
FF:FF:C0:22:3D:C1,OUTSIDE,1551367610314,-83,-86
FF:FF:C2:1D:9B:71,OUTSIDE,1551367610594,-77,-85
FF:FF:C2:1D:9B:54,OUTSIDE,1551367611411,-87,-89
FF:FF:C2:1D:9B:52,OUTSIDE,1551367611546,-82,-84
FF:FF:C0:22:3D:C1,OUTSIDE,1551367611475,-80,-90
FF:FF:C2:1D:9B:71,OUTSIDE,1551367611599,-79,-89
FF:FF:C2:1D:9B:54,OUTSIDE,1551367612900,-89,-89
FF:FF:C2:1D:9B:52,OUTSIDE,1551367612486,-73,-84
FF:FF:C0:22:3D:C1,OUTSIDE,1551367612354,-79,-91
FF:FF:C2:1D:9B:71,OUTSIDE,1551367612528,-81,-94
FF:FF:C2:1D:9B:54,OUTSIDE,1551367614716,-85,-89
FF:FF:C2:1D:9B:52,OUTSIDE,1551367613502,-68,-83
FF:FF:C0:22:3D:C1,OUTSIDE,1551367614443,-76,-86
FF:FF:C2:1D:9B:71,OUTSIDE,1551367614362,-89,-92
FF:FF:C2:1D:9B:54,OUTSIDE,1551367614716,-85,-89
FF:FF:C2:1D:9B:52,OUTSIDE,1551367614575,-70,-87
FF:FF:C0:22:3D:C1,OUTSIDE,1551367615494,-74,-85
FF:FF:C2:1D:9B:71,OUTSIDE,1551367615438,-86,-96
FF:FF:C2:1D:9B:54,OUTSIDE,1551367617575,-85,-89
FF:FF:C2:1D:9B:52,OUTSIDE,1551367616349,-69,-83
FF:FF:C0:22:3D:C1,OUTSIDE,1551367616468,-79,-84
FF:FF:C2:1D:9B:71,OUTSIDE,1551367616470,-90,-93
FF:FF:C2:1D:9B:54,OUTSIDE,1551367617575,-85,-89
FF:FF:C2:1D:9B:52,OUTSIDE,1551367617244,-67,-82
FF:FF:C0:22:3D:C1,OUTSIDE,1551367617234,-75,-79
FF:FF:C2:1D:9B:71,OUTSIDE,1551367617388,-91,-93
FF:FF:C2:1D:9B:54,OUTSIDE,1551367618348,-91,-91
FF:FF:C2:1D:9B:52,OUTSIDE,1551367618494,-73,-81
FF:FF:C2:1D:9B:54,OUTSIDE,1551367619457,-86,-93
FF:FF:C2:1D:9B:52,OUTSIDE,1551367619373,-81,-88
FF:FF:C0:22:3D:C1,OUTSIDE,1551367619532,-79,-79
FF:FF:C2:1D:9B:71,OUTSIDE,1551367619785,-89,-95
FF:FF:C2:1D:9B:54,OUTSIDE,1551367621788,-87,-96
