dataset,n_classes,features,sample_rate,noise_rate,epochs,batch_size,restore_best,model,data_length_time,n_h_block,n_train_h_block,n_valid_h_block,n_test_h_block,h_moving_step,segments_times,segments_overlaps,decision_times,decision_overlaps,inner_classifier,datetime,running_time,n_params,Core_mse_loss_mean,Core_mse_loss_std,Core_f1_mean,Core_f1_std,MS_mse_loss_mean,MS_mse_loss_std,MS_f1_mean,MS_f1_std,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/RSSI/,12,"['rssiOne', 'rssiTwo']",1,100,20,32,1,SVM,-1,6,4,1,1,1,00:01:00,0.75,00:01:00,0,SVM,2022:03:28 23:14:53,4 seconds,-1,0.122741435,0.009520689,0.247691807,0.056653403,0.122741435,0.009520689,0.247691807,0.056653403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,CNN_L,-1,15,9,2,4,1,00:00:15,0.75,00:15:00,0,CNN_L,2022:03:29 01:28:36,4253 seconds,269372,0.05757617,0.003398298,0.425049778,0.031869292,0.044420581,0.002231082,0.695028736,0.056449946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,MLP,-1,15,9,2,4,1,00:00:15,0.75,00:15:00,0,MLP,2022:03:29 01:55:33,1616 seconds,197644,0.064185855,0.002654903,0.358420025,0.024266658,0.049948712,0.002032297,0.603201792,0.05781265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,KNN,-1,15,9,2,4,1,00:00:15,0.75,00:15:00,0,KNN,2022:03:29 04:02:44,7631 seconds,-1,0.08611142,0.001229351,0.15003512,0.014736127,0.068587131,0.000923073,0.382791208,0.049982525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,LR,-1,15,9,2,4,1,00:00:15,0.75,00:15:00,0,LR,2022:03:29 04:12:37,592 seconds,-1,0.129311046,0.002330423,0.205797921,0.011625764,0.063729481,0.001898982,0.319790774,0.042435216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,RF,-1,15,9,2,4,1,00:00:15,0.75,00:15:00,0,RF,2022:03:29 04:32:13,1176 seconds,-1,0.081701641,0.000261666,0.054806439,0.005152722,0.079527071,0.000546117,0.251343991,0.036237674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,SVM,-1,15,9,2,4,1,00:00:15,0.75,00:15:00,0,SVM,2022:03:29 06:19:51,6458 seconds,-1,0.131924514,0.002107222,0.179107491,0.010169576,0.067938951,0.001925225,0.238625755,0.03576153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,CNN_L,-1,15,9,2,4,1,00:15:00,0.75,00:15:00,0,CNN_L,2022:03:29 13:14:36,1591 seconds,14769212,0.062170241,0.011102697,0.499974178,0.08467894,0.062170241,0.011102697,0.499974178,0.08467894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,CNN_L,-1,15,9,2,4,1,00:00:30,0.75,00:15:00,0,CNN_L,2022:03:29 14:13:33,3115 seconds,515132,0.052169949,0.004740945,0.500736657,0.043083052,0.036576021,0.003926616,0.714381899,0.071476076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,CNN_L,-1,15,9,2,4,1,00:00:30,0.75,00:15:00,0,CNN_L,2022:03:29 09:49:19,1892 seconds,515132,0.052371164,0.003751683,0.500916666,0.033314011,0.036816441,0.003010742,0.714506814,0.059022039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,CNN_L,-1,15,9,2,4,1,00:01:00,0.75,00:30:00,0,CNN_L,2022:03:29 10:18:45,1170 seconds,1006652,0.047375355,0.005875155,0.587060285,0.04876283,0.028725464,0.004973264,0.783670832,0.078867686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,MLP,-1,15,9,2,4,1,00:01:00,0.75,00:30:00,0,MLP,2022:03:29 10:31:02,737 seconds,750604,0.073738486,0.005264436,0.383292524,0.031166803,0.044765658,0.003505677,0.645315793,0.070096428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,KNN,-1,15,9,2,4,1,00:01:00,0.75,00:30:00,0,KNN,2022:03:29 10:37:50,407 seconds,-1,0.084579746,0.001652592,0.128523054,0.016635176,0.071420016,0.001200211,0.249808676,0.065117763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,LR,-1,15,9,2,4,1,00:01:00,0.75,00:30:00,0,LR,2022:03:29 10:48:18,628 seconds,-1,0.125913217,0.002163387,0.228983611,0.012767716,0.061588176,0.002334601,0.365667059,0.031118793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,RF,-1,15,9,2,4,1,00:01:00,0.75,00:30:00,0,RF,2022:03:29 10:57:18,540 seconds,-1,0.082079069,0.000369567,0.046736068,0.008937593,0.080255064,0.000935498,0.092296372,0.036170461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,SVM,-1,15,9,2,4,1,00:01:00,0.75,00:30:00,0,SVM,2022:03:29 12:07:46,4227 seconds,-1,0.132159853,0.002262269,0.189701804,0.011091207,0.06698724,0.002328265,0.242083972,0.047984519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,CNN_L,-1,15,9,2,4,1,00:30:00,0.75,00:30:00,0,CNN_L,2022:03:29 12:14:45,330 seconds,29514812,0.08828135,0.01009379,0.269241583,0.08632218,0.08828135,0.01009379,0.269241583,0.08632218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,MLP,-1,15,9,2,4,1,00:30:00,0.75,00:30:00,0,MLP,2022:03:29 12:16:12,86 seconds,22131724,0.114581816,0.013839185,0.201889272,0.082145346,0.114581816,0.013839185,0.201889272,0.082145346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,KNN,-1,15,9,2,4,1,00:30:00,0.75,00:30:00,0,KNN,2022:03:29 12:18:08,115 seconds,-1,0.08558007,0.003608901,0.064348569,0.016536453,0.08558007,0.003608901,0.064348569,0.016536453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,LR,-1,15,9,2,4,1,00:30:00,0.75,00:30:00,0,LR,2022:03:29 12:31:29,801 seconds,-1,0.120915037,0.009952577,0.219643133,0.066820485,0.120915037,0.009952577,0.219643133,0.066820485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,RF,-1,15,9,2,4,1,00:30:00,0.75,00:30:00,0,RF,2022:03:29 12:32:40,71 seconds,-1,0.08296569,0.000826134,0.021852947,0.015139812,0.08296569,0.000826134,0.021852947,0.015139812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,SVM,-1,15,9,2,4,1,00:30:00,0.75,00:30:00,0,SVM,2022:03:29 12:48:27,946 seconds,-1,0.12941177,0.007010928,0.184300238,0.053519818,0.12941177,0.007010928,0.184300238,0.053519818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,CNN_L,-1,15,9,2,4,1,00:00:04,0.75,00:05:00,0,CNN_L,2022:03:29 18:56:23,847 seconds,1192307,0.096107125,0.104463366,0.826573491,0.192069223,0.043160925,0.069419319,0.89015873,0.19156935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,CNN_L,-1,15,9,2,4,1,00:05:00,0.75,00:05:00,0,CNN_L,2022:03:29 19:06:22,598 seconds,88486259,0.384795411,0.122678121,0.305120085,0.219366719,0.384795411,0.122678121,0.305120085,0.219366719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,MLP,-1,15,9,2,4,1,00:00:04,0.75,00:05:00,0,MLP,2022:03:29 19:08:29,127 seconds,225283,0.234730537,0.065766949,0.525063174,0.161239674,0.153486108,0.065735866,0.587936508,0.280396005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,MLP,-1,15,9,2,4,1,00:05:00,0.75,00:05:00,0,MLP,2022:03:29 19:09:32,62 seconds,16592899,0.305263054,0.099451896,0.424051362,0.203544246,0.305263054,0.099451896,0.424051362,0.203544246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,KNN,-1,15,9,2,4,1,00:00:04,0.75,00:05:00,0,KNN,2022:03:29 19:11:01,89 seconds,-1,0.418735404,0.069864065,0.339675983,0.109805714,0.275685593,0.079510838,0.229047619,0.185172252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,KNN,-1,15,9,2,4,1,00:05:00,0.75,00:05:00,0,KNN,2022:03:29 19:11:13,11 seconds,-1,0.482539707,0.057756841,0.158092593,0.038965889,0.482539707,0.057756841,0.158092593,0.038965889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,LR,-1,15,9,2,4,1,00:00:04,0.75,00:05:00,0,LR,2022:03:29 19:11:32,18 seconds,-1,0.370626634,0.047674063,0.390370039,0.098609845,0.230150231,0.082589368,0.404761905,0.229735791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,LR,-1,15,9,2,4,1,00:05:00,0.75,00:05:00,0,LR,2022:03:29 19:11:47,15 seconds,-1,0.352380973,0.108541731,0.406359324,0.200386064,0.352380973,0.108541731,0.406359324,0.200386064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,RF,-1,15,9,2,4,1,00:00:04,0.75,00:05:00,0,RF,2022:03:29 19:12:33,46 seconds,-1,0.333348134,0.046466264,0.366946033,0.092363967,0.252595477,0.062664283,0.391269841,0.161173653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,RF,-1,15,9,2,4,1,00:05:00,0.75,00:05:00,0,RF,2022:03:29 19:12:37,3 seconds,-1,0.339682555,0.060317467,0.219882587,0.106026444,0.339682555,0.060317467,0.219882587,0.106026444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,SVM,-1,15,9,2,4,1,00:00:04,0.75,00:05:00,0,SVM,2022:03:29 19:14:14,97 seconds,-1,0.398877287,0.045224778,0.317633177,0.113595023,0.287622078,0.102720561,0.255555556,0.201292122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,SVM,-1,15,9,2,4,1,00:05:00,0.75,00:05:00,0,SVM,2022:03:29 19:14:16,1 seconds,-1,0.349206367,0.130120018,0.379137364,0.220970618,0.349206367,0.130120018,0.379137364,0.220970618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/Power_consumption/,3,"['Temperature', 'Humidity', 'Wind Speed', 'general diffuse flows', 'diffuse flows', 'Consumption']",1,100,20,32,1,CNN_L,-1,15,9,2,4,1,00:01:00,0.75,00:30:00,0,CNN_L,2022:03:29 14:17:54,464 seconds,996275,0.112115914,0.030055874,0.782489129,0.05749314,0.062347657,0.027063089,0.86568417,0.120380331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/Power_consumption/,3,"['Temperature', 'Humidity', 'Wind Speed', 'general diffuse flows', 'diffuse flows', 'Consumption']",1,100,20,32,1,CNN_L,-1,15,9,2,4,1,00:30:00,0.75,00:30:00,0,CNN_L,2022:03:29 14:19:47,113 seconds,29504435,0.128843023,0.055342371,0.785071405,0.091140182,0.128843023,0.055342371,0.785071405,0.091140182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/Power_consumption/,3,"['Temperature', 'Humidity', 'Wind Speed', 'general diffuse flows', 'diffuse flows', 'Consumption']",1,100,20,32,1,MLP,-1,15,9,2,4,1,00:01:00,0.75,00:30:00,0,MLP,2022:03:29 14:24:58,310 seconds,372739,0.123209661,0.048594406,0.762909752,0.089695927,0.077678889,0.041442494,0.851569552,0.113162781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/Power_consumption/,3,"['Temperature', 'Humidity', 'Wind Speed', 'general diffuse flows', 'diffuse flows', 'Consumption']",1,100,20,32,1,MLP,-1,15,9,2,4,1,00:30:00,0.75,00:30:00,0,MLP,2022:03:29 14:25:45,46 seconds,11063299,0.17481833,0.051843284,0.689982844,0.088312109,0.17481833,0.051843284,0.689982844,0.088312109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/Power_consumption/,3,"['Temperature', 'Humidity', 'Wind Speed', 'general diffuse flows', 'diffuse flows', 'Consumption']",1,100,20,32,1,KNN,-1,15,9,2,4,1,00:01:00,0.75,00:30:00,0,KNN,2022:03:29 14:27:01,76 seconds,-1,0.177179129,0.029513677,0.710946153,0.054772421,0.088523516,0.034655136,0.765301264,0.123279365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/Power_consumption/,3,"['Temperature', 'Humidity', 'Wind Speed', 'general diffuse flows', 'diffuse flows', 'Consumption']",1,100,20,32,1,KNN,-1,15,9,2,4,1,00:30:00,0.75,00:30:00,0,KNN,2022:03:29 14:27:24,23 seconds,-1,0.141269846,0.048930361,0.71035084,0.161229151,0.141269846,0.048930361,0.71035084,0.161229151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/Power_consumption/,3,"['Temperature', 'Humidity', 'Wind Speed', 'general diffuse flows', 'diffuse flows', 'Consumption']",1,100,20,32,1,LR,-1,15,9,2,4,1,00:01:00,0.75,00:30:00,0,LR,2022:03:29 14:28:06,41 seconds,-1,0.175742345,0.057555959,0.716282748,0.103978239,0.102638081,0.050612101,0.733196288,0.14349019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/Power_consumption/,3,"['Temperature', 'Humidity', 'Wind Speed', 'general diffuse flows', 'diffuse flows', 'Consumption']",1,100,20,32,1,LR,-1,15,9,2,4,1,00:30:00,0.75,00:30:00,0,LR,2022:03:29 14:28:45,38 seconds,-1,0.249206361,0.06613545,0.548823081,0.110622551,0.249206361,0.06613545,0.548823081,0.110622551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
